idx,file,branch_id,branch_name,cache_id,cache_name,size_tier,SIZE,N,predictor_stress_type,expected_dominant_miss_type,kind
150,0150_grid_b03_alternating__c50_streaming_with_periodic_flush.c,b03,alternating,c50,streaming_with_periodic_flush,xlarge_DRAM,8388608,8000000,static/periodic,compulsory+streaming (prefetch-friendly),grid
151,0151_grid_b04_periodic3__c01_sequential_unit_stride.c,b04,periodic3,c01,sequential_unit_stride,xlarge_DRAM,8388608,8000000,static/periodic,compulsory+streaming (prefetch-friendly),grid
152,0152_grid_b04_periodic3__c02_sequential_wraparound_large.c,b04,periodic3,c02,sequential_wraparound_large,small_L1,4096,1000000,static/periodic,compulsory+streaming (prefetch-friendly),grid
153,0153_grid_b04_periodic3__c03_fixed_stride_small.c,b04,periodic3,c03,fixed_stride_small,medium_L2,65536,3000000,static/periodic,compulsory+streaming (prefetch-friendly),grid
154,0154_grid_b04_periodic3__c04_fixed_stride_large.c,b04,periodic3,c04,fixed_stride_large,large_L3,1048576,5000000,static/periodic,compulsory+streaming (prefetch-friendly),grid
155,0155_grid_b04_periodic3__c05_random_small_working_set.c,b04,periodic3,c05,random_small_working_set,xlarge_DRAM,8388608,8000000,static/periodic,temporal reuse (capacity-sensitive),grid
156,0156_grid_b04_periodic3__c06_random_full_working_set.c,b04,periodic3,c06,random_full_working_set,small_L1,4096,1000000,static/periodic,capacity (uniform random),grid
157,0157_grid_b04_periodic3__c07_matrix_row_major.c,b04,periodic3,c07,matrix_row_major,medium_L2,65536,3000000,static/periodic,mixed spatial (traversal-order dependent),grid
158,0158_grid_b04_periodic3__c08_matrix_col_major.c,b04,periodic3,c08,matrix_col_major,large_L3,1048576,5000000,static/periodic,mixed spatial (traversal-order dependent),grid
159,0159_grid_b04_periodic3__c09_matrix_tiled_blocked.c,b04,periodic3,c09,matrix_tiled_blocked,xlarge_DRAM,8388608,8000000,static/periodic,mixed spatial (traversal-order dependent),grid
160,0160_grid_b04_periodic3__c10_pointer_chase_linked_list.c,b04,periodic3,c10,pointer_chase_linked_list,small_L1,4096,1000000,static/periodic,"compulsory+latency-bound (dependent loads, no prefetch)",grid
161,0161_grid_b04_periodic3__c11_sliding_window.c,b04,periodic3,c11,sliding_window,medium_L2,65536,3000000,static/periodic,mixed/unclassified,grid
162,0162_grid_b04_periodic3__c12_prime_stride_anti_alias.c,b04,periodic3,c12,prime_stride_anti_alias,large_L3,1048576,5000000,static/periodic,compulsory+streaming (prefetch-friendly),grid
163,0163_grid_b04_periodic3__c13_two_stream_interleaved.c,b04,periodic3,c13,two_stream_interleaved,xlarge_DRAM,8388608,8000000,static/periodic,mixed/unclassified,grid
164,0164_grid_b04_periodic3__c14_temporal_burst_reuse.c,b04,periodic3,c14,temporal_burst_reuse,small_L1,4096,1000000,static/periodic,mixed/unclassified,grid
165,0165_grid_b04_periodic3__c15_reverse_sequential.c,b04,periodic3,c15,reverse_sequential,medium_L2,65536,3000000,static/periodic,compulsory+streaming (prefetch-friendly),grid
166,0166_grid_b04_periodic3__c16_block_sparse.c,b04,periodic3,c16,block_sparse,large_L3,1048576,5000000,static/periodic,mixed spatial (traversal-order dependent),grid
167,0167_grid_b04_periodic3__c17_zipf_like_hot_buckets.c,b04,periodic3,c17,zipf_like_hot_buckets,xlarge_DRAM,8388608,8000000,static/periodic,temporal reuse (skewed/hot-set),grid
168,0168_grid_b04_periodic3__c18_producer_consumer_two_pointer.c,b04,periodic3,c18,producer_consumer_two_pointer,small_L1,4096,1000000,static/periodic,mixed/unclassified,grid
169,0169_grid_b04_periodic3__c19_matrix_diagonal_wavefront.c,b04,periodic3,c19,matrix_diagonal_wavefront,medium_L2,65536,3000000,static/periodic,mixed spatial (traversal-order dependent),grid
170,0170_grid_b04_periodic3__c20_hot_cold_phase_alternation.c,b04,periodic3,c20,hot_cold_phase_alternation,large_L3,1048576,5000000,static/periodic,temporal reuse (skewed/hot-set),grid
171,0171_grid_b04_periodic3__c21_pyramid_multiresolution_stride.c,b04,periodic3,c21,pyramid_multiresolution_stride,xlarge_DRAM,8388608,8000000,static/periodic,compulsory+streaming (prefetch-friendly),grid
172,0172_grid_b04_periodic3__c22_tensor_3d_slice_poor_locality.c,b04,periodic3,c22,tensor_3d_slice_poor_locality,small_L1,4096,1000000,static/periodic,mixed/unclassified,grid
173,0173_grid_b04_periodic3__c23_struct_of_array_field_burst.c,b04,periodic3,c23,struct_of_array_field_burst,medium_L2,65536,3000000,static/periodic,compulsory+streaming (prefetch-friendly),grid
174,0174_grid_b04_periodic3__c24_banked_interleaved_access.c,b04,periodic3,c24,banked_interleaved_access,large_L3,1048576,5000000,static/periodic,compulsory+streaming (prefetch-friendly),grid
175,0175_grid_b04_periodic3__c25_lru_recency_weighted_reuse.c,b04,periodic3,c25,lru_recency_weighted_reuse,xlarge_DRAM,8388608,8000000,static/periodic,temporal reuse (capacity-sensitive),grid
176,0176_grid_b04_periodic3__c26_geometric_stride_growth.c,b04,periodic3,c26,geometric_stride_growth,small_L1,4096,1000000,static/periodic,compulsory+streaming (prefetch-friendly),grid
177,0177_grid_b04_periodic3__c27_reduction_broadcast_pattern.c,b04,periodic3,c27,reduction_broadcast_pattern,medium_L2,65536,3000000,static/periodic,compulsory+streaming (prefetch-friendly),grid
178,0178_grid_b04_periodic3__c28_morton_zorder_traversal.c,b04,periodic3,c28,morton_zorder_traversal,large_L3,1048576,5000000,static/periodic,mixed spatial (traversal-order dependent),grid
179,0179_grid_b04_periodic3__c29_ping_pong_cache_thrash.c,b04,periodic3,c29,ping_pong_cache_thrash,xlarge_DRAM,8388608,8000000,static/periodic,conflict/associativity,grid
180,0180_grid_b04_periodic3__c30_gather_scatter_indirect_table.c,b04,periodic3,c30,gather_scatter_indirect_table,small_L1,4096,1000000,static/periodic,capacity (uniform random),grid
181,0181_grid_b04_periodic3__c31_fibonacci_stride.c,b04,periodic3,c31,fibonacci_stride,medium_L2,65536,3000000,static/periodic,compulsory+streaming (prefetch-friendly),grid
182,0182_grid_b04_periodic3__c32_hilbert_curve_traversal.c,b04,periodic3,c32,hilbert_curve_traversal,large_L3,1048576,5000000,static/periodic,mixed spatial (traversal-order dependent),grid
183,0183_grid_b04_periodic3__c33_cache_set_conflict_stress.c,b04,periodic3,c33,cache_set_conflict_stress,xlarge_DRAM,8388608,8000000,static/periodic,conflict/associativity,grid
184,0184_grid_b04_periodic3__c34_variable_length_burst_reuse.c,b04,periodic3,c34,variable_length_burst_reuse,small_L1,4096,1000000,static/periodic,capacity (uniform random),grid
185,0185_grid_b04_periodic3__c35_checkerboard_red_black.c,b04,periodic3,c35,checkerboard_red_black,medium_L2,65536,3000000,static/periodic,mixed spatial (traversal-order dependent),grid
186,0186_grid_b04_periodic3__c36_im2col_overlapping_patch_gather.c,b04,periodic3,c36,im2col_overlapping_patch_gather,large_L3,1048576,5000000,static/periodic,compulsory+streaming (prefetch-friendly),grid
187,0187_grid_b04_periodic3__c37_double_buffer_epoch_alternation.c,b04,periodic3,c37,double_buffer_epoch_alternation,xlarge_DRAM,8388608,8000000,static/periodic,conflict+capacity (thrashing/alternation),grid
188,0188_grid_b04_periodic3__c38_cuckoo_double_hash_probe.c,b04,periodic3,c38,cuckoo_double_hash_probe,small_L1,4096,1000000,static/periodic,capacity+compulsory (indirect gather/scatter),grid
189,0189_grid_b04_periodic3__c39_bounded_random_walk.c,b04,periodic3,c39,bounded_random_walk,medium_L2,65536,3000000,static/periodic,capacity (uniform random),grid
190,0190_grid_b04_periodic3__c40_causal_attention_triangular.c,b04,periodic3,c40,causal_attention_triangular,large_L3,1048576,5000000,static/periodic,mixed/unclassified,grid
191,0191_grid_b04_periodic3__c41_skip_list_multilevel_hop.c,b04,periodic3,c41,skip_list_multilevel_hop,xlarge_DRAM,8388608,8000000,static/periodic,"compulsory+latency-bound (dependent loads, no prefetch)",grid
192,0192_grid_b04_periodic3__c42_cache_oblivious_funnel_stride.c,b04,periodic3,c42,cache_oblivious_funnel_stride,small_L1,4096,1000000,static/periodic,compulsory+streaming (prefetch-friendly),grid
193,0193_grid_b04_periodic3__c43_whole_buffer_rotation.c,b04,periodic3,c43,whole_buffer_rotation,medium_L2,65536,3000000,static/periodic,mixed/unclassified,grid
194,0194_grid_b04_periodic3__c44_naive_gemm_row_col_alternation.c,b04,periodic3,c44,naive_gemm_row_col_alternation,large_L3,1048576,5000000,static/periodic,compulsory+streaming (prefetch-friendly),grid
195,0195_grid_b04_periodic3__c45_read_hot_write_cold_split.c,b04,periodic3,c45,read_hot_write_cold_split,xlarge_DRAM,8388608,8000000,static/periodic,temporal reuse (skewed/hot-set),grid
196,0196_grid_b04_periodic3__c46_cantor_gap_sparse.c,b04,periodic3,c46,cantor_gap_sparse,small_L1,4096,1000000,static/periodic,"compulsory (sparse, low reuse)",grid
197,0197_grid_b04_periodic3__c47_false_sharing_line_cycle.c,b04,periodic3,c47,false_sharing_line_cycle,medium_L2,65536,3000000,static/periodic,conflict/associativity,grid
198,0198_grid_b04_periodic3__c48_exponential_backoff_probe.c,b04,periodic3,c48,exponential_backoff_probe,large_L3,1048576,5000000,static/periodic,capacity (uniform random),grid
199,0199_grid_b04_periodic3__c49_binary_heap_parent_child.c,b04,periodic3,c49,binary_heap_parent_child,xlarge_DRAM,8388608,8000000,static/periodic,capacity (uniform random),grid
200,0200_grid_b04_periodic3__c50_streaming_with_periodic_flush.c,b04,periodic3,c50,streaming_with_periodic_flush,small_L1,4096,1000000,static/periodic,compulsory+streaming (prefetch-friendly),grid
201,0201_grid_b05_periodic8_biased__c01_sequential_unit_stride.c,b05,periodic8_biased,c01,sequential_unit_stride,small_L1,4096,1000000,static/periodic,compulsory+streaming (prefetch-friendly),grid
202,0202_grid_b05_periodic8_biased__c02_sequential_wraparound_large.c,b05,periodic8_biased,c02,sequential_wraparound_large,medium_L2,65536,3000000,static/periodic,compulsory+streaming (prefetch-friendly),grid
203,0203_grid_b05_periodic8_biased__c03_fixed_stride_small.c,b05,periodic8_biased,c03,fixed_stride_small,large_L3,1048576,5000000,static/periodic,compulsory+streaming (prefetch-friendly),grid
204,0204_grid_b05_periodic8_biased__c04_fixed_stride_large.c,b05,periodic8_biased,c04,fixed_stride_large,xlarge_DRAM,8388608,8000000,static/periodic,compulsory+streaming (prefetch-friendly),grid
205,0205_grid_b05_periodic8_biased__c05_random_small_working_set.c,b05,periodic8_biased,c05,random_small_working_set,small_L1,4096,1000000,static/periodic,temporal reuse (capacity-sensitive),grid
206,0206_grid_b05_periodic8_biased__c06_random_full_working_set.c,b05,periodic8_biased,c06,random_full_working_set,medium_L2,65536,3000000,static/periodic,capacity (uniform random),grid
207,0207_grid_b05_periodic8_biased__c07_matrix_row_major.c,b05,periodic8_biased,c07,matrix_row_major,large_L3,1048576,5000000,static/periodic,mixed spatial (traversal-order dependent),grid
208,0208_grid_b05_periodic8_biased__c08_matrix_col_major.c,b05,periodic8_biased,c08,matrix_col_major,xlarge_DRAM,8388608,8000000,static/periodic,mixed spatial (traversal-order dependent),grid
209,0209_grid_b05_periodic8_biased__c09_matrix_tiled_blocked.c,b05,periodic8_biased,c09,matrix_tiled_blocked,small_L1,4096,1000000,static/periodic,mixed spatial (traversal-order dependent),grid
210,0210_grid_b05_periodic8_biased__c10_pointer_chase_linked_list.c,b05,periodic8_biased,c10,pointer_chase_linked_list,medium_L2,65536,3000000,static/periodic,"compulsory+latency-bound (dependent loads, no prefetch)",grid
211,0211_grid_b05_periodic8_biased__c11_sliding_window.c,b05,periodic8_biased,c11,sliding_window,large_L3,1048576,5000000,static/periodic,mixed/unclassified,grid
212,0212_grid_b05_periodic8_biased__c12_prime_stride_anti_alias.c,b05,periodic8_biased,c12,prime_stride_anti_alias,xlarge_DRAM,8388608,8000000,static/periodic,compulsory+streaming (prefetch-friendly),grid
213,0213_grid_b05_periodic8_biased__c13_two_stream_interleaved.c,b05,periodic8_biased,c13,two_stream_interleaved,small_L1,4096,1000000,static/periodic,mixed/unclassified,grid
214,0214_grid_b05_periodic8_biased__c14_temporal_burst_reuse.c,b05,periodic8_biased,c14,temporal_burst_reuse,medium_L2,65536,3000000,static/periodic,mixed/unclassified,grid
215,0215_grid_b05_periodic8_biased__c15_reverse_sequential.c,b05,periodic8_biased,c15,reverse_sequential,large_L3,1048576,5000000,static/periodic,compulsory+streaming (prefetch-friendly),grid
216,0216_grid_b05_periodic8_biased__c16_block_sparse.c,b05,periodic8_biased,c16,block_sparse,xlarge_DRAM,8388608,8000000,static/periodic,mixed spatial (traversal-order dependent),grid
217,0217_grid_b05_periodic8_biased__c17_zipf_like_hot_buckets.c,b05,periodic8_biased,c17,zipf_like_hot_buckets,small_L1,4096,1000000,static/periodic,temporal reuse (skewed/hot-set),grid
218,0218_grid_b05_periodic8_biased__c18_producer_consumer_two_pointer.c,b05,periodic8_biased,c18,producer_consumer_two_pointer,medium_L2,65536,3000000,static/periodic,mixed/unclassified,grid
219,0219_grid_b05_periodic8_biased__c19_matrix_diagonal_wavefront.c,b05,periodic8_biased,c19,matrix_diagonal_wavefront,large_L3,1048576,5000000,static/periodic,mixed spatial (traversal-order dependent),grid
220,0220_grid_b05_periodic8_biased__c20_hot_cold_phase_alternation.c,b05,periodic8_biased,c20,hot_cold_phase_alternation,xlarge_DRAM,8388608,8000000,static/periodic,temporal reuse (skewed/hot-set),grid
221,0221_grid_b05_periodic8_biased__c21_pyramid_multiresolution_stride.c,b05,periodic8_biased,c21,pyramid_multiresolution_stride,small_L1,4096,1000000,static/periodic,compulsory+streaming (prefetch-friendly),grid
222,0222_grid_b05_periodic8_biased__c22_tensor_3d_slice_poor_locality.c,b05,periodic8_biased,c22,tensor_3d_slice_poor_locality,medium_L2,65536,3000000,static/periodic,mixed/unclassified,grid
223,0223_grid_b05_periodic8_biased__c23_struct_of_array_field_burst.c,b05,periodic8_biased,c23,struct_of_array_field_burst,large_L3,1048576,5000000,static/periodic,compulsory+streaming (prefetch-friendly),grid
224,0224_grid_b05_periodic8_biased__c24_banked_interleaved_access.c,b05,periodic8_biased,c24,banked_interleaved_access,xlarge_DRAM,8388608,8000000,static/periodic,compulsory+streaming (prefetch-friendly),grid
225,0225_grid_b05_periodic8_biased__c25_lru_recency_weighted_reuse.c,b05,periodic8_biased,c25,lru_recency_weighted_reuse,small_L1,4096,1000000,static/periodic,temporal reuse (capacity-sensitive),grid
226,0226_grid_b05_periodic8_biased__c26_geometric_stride_growth.c,b05,periodic8_biased,c26,geometric_stride_growth,medium_L2,65536,3000000,static/periodic,compulsory+streaming (prefetch-friendly),grid
227,0227_grid_b05_periodic8_biased__c27_reduction_broadcast_pattern.c,b05,periodic8_biased,c27,reduction_broadcast_pattern,large_L3,1048576,5000000,static/periodic,compulsory+streaming (prefetch-friendly),grid
228,0228_grid_b05_periodic8_biased__c28_morton_zorder_traversal.c,b05,periodic8_biased,c28,morton_zorder_traversal,xlarge_DRAM,8388608,8000000,static/periodic,mixed spatial (traversal-order dependent),grid
229,0229_grid_b05_periodic8_biased__c29_ping_pong_cache_thrash.c,b05,periodic8_biased,c29,ping_pong_cache_thrash,small_L1,4096,1000000,static/periodic,conflict/associativity,grid
230,0230_grid_b05_periodic8_biased__c30_gather_scatter_indirect_table.c,b05,periodic8_biased,c30,gather_scatter_indirect_table,medium_L2,65536,3000000,static/periodic,capacity (uniform random),grid
231,0231_grid_b05_periodic8_biased__c31_fibonacci_stride.c,b05,periodic8_biased,c31,fibonacci_stride,large_L3,1048576,5000000,static/periodic,compulsory+streaming (prefetch-friendly),grid
232,0232_grid_b05_periodic8_biased__c32_hilbert_curve_traversal.c,b05,periodic8_biased,c32,hilbert_curve_traversal,xlarge_DRAM,8388608,8000000,static/periodic,mixed spatial (traversal-order dependent),grid
233,0233_grid_b05_periodic8_biased__c33_cache_set_conflict_stress.c,b05,periodic8_biased,c33,cache_set_conflict_stress,small_L1,4096,1000000,static/periodic,conflict/associativity,grid
234,0234_grid_b05_periodic8_biased__c34_variable_length_burst_reuse.c,b05,periodic8_biased,c34,variable_length_burst_reuse,medium_L2,65536,3000000,static/periodic,capacity (uniform random),grid
235,0235_grid_b05_periodic8_biased__c35_checkerboard_red_black.c,b05,periodic8_biased,c35,checkerboard_red_black,large_L3,1048576,5000000,static/periodic,mixed spatial (traversal-order dependent),grid
236,0236_grid_b05_periodic8_biased__c36_im2col_overlapping_patch_gather.c,b05,periodic8_biased,c36,im2col_overlapping_patch_gather,xlarge_DRAM,8388608,8000000,static/periodic,compulsory+streaming (prefetch-friendly),grid
237,0237_grid_b05_periodic8_biased__c37_double_buffer_epoch_alternation.c,b05,periodic8_biased,c37,double_buffer_epoch_alternation,small_L1,4096,1000000,static/periodic,conflict+capacity (thrashing/alternation),grid
